cantidad_productos,clasificacion,formatos,marcas,motivos,muestra_nombres,producto_base,productos_ids
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.25kg;0.5kg,sin marca,formatos incompatibles,Caluga Leche 500 g De mi Campo | Caluga Leche 250 g De mi Campo | Caluga de Leche de Mi Campo 250 g,caluga_leche_mi_campo_sin_marca,247;304;18029
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.049kg;0.142kg;0.512kg,sin marca,formatos incompatibles,Chocolate Con Leche Y Maní 512 g M&M'S | Chocolate Con Leche Y Maní 142 g M&M'S | Chocolate Con Leche Y Maní 49 g M&M'S,chocolate_con_leche_mani_m_s,255;257;280
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,2.5kg;3kg,sin marca,formatos incompatibles,"Alimento Seco Cachorro Raza Mediana/grande Sabor Carne Y Leche Bolsa 3 Kg Master Dog | Alimento Seco Cachorro Raza Mediana/grande Carne Bolsa 3 Kg Champion Dog | Alimento Seco Cachorro Raza Mediana/grande Sabor Pollo Bolsa 2,5 Kg Animal Planet",alimento_seco_cachorro_raza_mediana_grande,306;1895;1989
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,1kg;3kg,sin marca,formatos incompatibles,Alimento Seco Gatito Sabor Carne Y Leche Bolsa 1 Kg Champion Cat | Alimento Seco Gatito Sabor Carne Y Leche Bolsa 3 kg Whiskas | Alimento Seco Gatito Sabor Carne Y Leche Bolsa 1 Kg Whiskas,alimento_seco_gatito_sabor_carne_leche,309;328;331
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.15kg;0.25kg,sin marca,formatos incompatibles,Pechuga De Pollo Asada 150 g Super Pollo | Pechuga de Pollo Asada Super Pollo 150 g | Pechuga de Pollo Asada Super Pollo 250 g,pechuga_pollo_asada_super_sin_marca,620;12399;12476
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.125kg;0.15kg;0.2kg,sin marca,formatos incompatibles,Pechuga De Pavo Cocida 200 g Sopraval | Pechuga De Pavo Cocida 125 g Sopraval | Pechuga de Pavo Cocida Sopraval 150 g,pechuga_pavo_cocida_sopraval_sin_marca,664;1040;12493
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.35l;0.8l,sin marca,formatos incompatibles,Jabón Crema Ballerina Piel Sensible | Jabón Crema Ballerina Piel Sensible 350 ml | Jabón Crema Ballerina Piel Sensible 800 ml,jabon_crema_ballerina_piel_sensible_sin,1112;9078;9170
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.35l;0.8l,sin marca,formatos incompatibles,Jabón Crema Ballerina Karité | Jabón Crema Ballerina Karité 800 ml | Jabón Crema Ballerina Karité 350 ml,jabon_crema_ballerina_karite_sin_marca,1130;8917;9138
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.5kg;1kg,sin marca,formatos incompatibles,Papas Pre Fritas 1 Kg Minuto Verde | Papas Pre Fritas 500 g Minuto Verde | Papas Pre Fritas Minuto Verde 1 kg,papas_pre_fritas_minuto_verde_sin,1418;1423;12981
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.5l;0.75l;1l,sin marca,formatos incompatibles,Bebida Isotónica Frutas Tropicales Botella 500 ml Gatorade | Bebida Isotónica Frutas Tropicales Botella 1 L Gatorade | Bebida Isotónica Frutas Tropicales Botella 750 ml Gatorade,bebida_isotonica_frutas_tropicales_botella_gatorade,1562;1577;1580
3,error de producto_base; formato distinto; marca distinta; peso distinto; posible falso positivo,0.34kg;0.48kg,lider;sin marca,marcas distintas; formatos incompatibles,Duraznos En Mitades Tarro Drenado 340 g - Neto 590 g Wasil | Duraznos En Mitades Tarro Drenado 340 g - Neto 580 g Aconcagua | Duraznos En Mitades Tarro Drenado 480 g- Neto 820 g Lider,duraznos_en_mitades_tarro_drenado_neto,1627;1629;1631
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.07kg;0.08kg,sin marca,formatos incompatibles,Trail Mix 70 g Frutisa | Trail Mix Frutisa 70 g | Trail Mix Frutisa 80 g,trail_mix_frutisa_sin_marca_general,1747;18641;19133
3,error de producto_base; formato distinto; marca distinta; peso distinto; posible falso positivo,0.026kg;0.03kg,lider;sin marca,marcas distintas; formatos incompatibles,Base Para Carne Mongoliana (5 Porciones) Sobre 30 g Lider | Base Para Carne Mongoliana (5 Porciones) Sobre 30 g Gourmet | Base Para Carne Mongoliana (5 Porciones) Sobre 26 g Maggi,base_para_carne_mongoliana_5_porciones,1870;1875;1936
3,error de producto_base; marca distinta; posible falso positivo,0.036kg,lider;sin marca,marcas distintas,Base Para Carne A La Cacerola (6 Porciones) Sobre 36 g Maggi | Base Para Carne A La Cacerola (6 Porciones) Sobre 36 g Gourmet | Base Para Carne A La Cacerola (6 Porciones) Sobre 36g Lider,base_para_carne_a_cacerola_6,1873;1876;1919
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,1kg;2.1kg;3kg,sin marca,formatos incompatibles,"Alimento Seco Gato Adulto Sabor Pollo Bolsa 2,1 Kg Animal Planet | Alimento Seco Gato Adulto Sabor Pollo Bolsa 1 Kg Whiskas | Alimento Seco Gato Adulto Sabor Pollo Bolsa 3 Kg Master Cat",alimento_seco_gato_adulto_sabor_pollo,1987;6008;6013
3,error de producto_base; marca distinta; posible falso positivo; sabor distinto,1l,lider;sin marca,marcas distintas,"Helado Trisabor Chocolate, Frutilla Y Vainilla Cassata 1 L Bresler | Helado Trisabor Chocolate, Frutilla Y Vainilla Cassata 1 L Savory | Helado Trisabor Chocolate, Frutilla Y Vainilla Cassata 1 L Lider",helado_trisabor_chocolate__frutilla_vainilla_cassata,2314;2394;2415
3,error de producto_base; marca distinta; posible falso positivo,1kg,cuisine & co;lider;tucapel,marcas distintas,Arroz Grado 2 Grano Largo Y Ancho Bolsa 1 kg Lider | Arroz Grado 2 Cuisine & Co Grano Largo y Ancho 1 kg | Arroz Grado 2 Tucapel Grano Largo y Ancho Graneado 1 kg,arroz_grado_2_grano_largo_ancho,2473;14275;14291
3,error de producto_base; marca distinta; posible falso positivo,1kg,lider;miraflores;tucapel,marcas distintas,Arroz Grado 1 Grano Largo Pregraneado Bolsa 1 kg Tucapel | Arroz Grado 1 Grano Largo Pregraneado Bolsa 1 kg Lider | Arroz Grado 1 Grano Largo Pregraneado Bolsa 1 Kg Miraflores,arroz_grado_grano_largo_pregraneado_bolsa,2475;2481;2505
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.25l;0.5l;1l,lider,formatos incompatibles,Aceite Oliva Extra Virgen Botella 250 ml Lider | Aceite Oliva Extra Virgen Botella 1 L Lider | Aceite Oliva Extra Virgen Botella 500 ml Lider,aceite_oliva_extra_virgen_botella_lider,2527;2528;2557
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.25l;0.5l;1l,sin marca,formatos incompatibles,Aceite Oliva Extra Virgen Botella 500 ml Relive | Aceite Oliva Extra Virgen Botella 1 L Relive | Aceite Oliva Extra Virgen Botella 250 ml Relive,aceite_oliva_extra_virgen_botella_relive,2529;2530;2558
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.25l;0.5l;1l,sin marca,formatos incompatibles,Aceite Oliva Extra Virgen Botella 1000 ml Selección | Aceite Oliva Extra Virgen Botella 250 ml Selección | Aceite Oliva Extra Virgen Botella 500 ml Selección,aceite_oliva_extra_virgen_botella_seleccion,2537;2538;2566
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.25l;0.5l;1l,sin marca,formatos incompatibles,Aceite Oliva Extra Virgen Botella 500 ml Kardámili | Aceite Oliva Extra Virgen Botella 250 ml Kardámili | Aceite Oliva Extra Virgen Botella 1 L Kardámili,aceite_oliva_extra_virgen_botella_kardamili,2539;2569;2570
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.05kg;0.15kg;0.21kg,sin marca,formatos incompatibles,"Café Instantáneo Tradición Tarro ""210 g"" Nescafé | Café Instantáneo Tradición Tarro ""150 g"" Nescafé | Café Instantáneo Tradición Tarro ""50 g"" Nescafé",cafe_instantaneo_tradicion_tarro_nescafe_sin,2953;2955;2974
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.04kg;0.1kg;0.2kg,sin marca,formatos incompatibles,Té Verde Premium Caja 40 g Supremo | Té Verde Premium Caja 200 g Supremo | Té Verde Premium Caja 100 g Supremo,te_verde_premium_caja_supremo_sin,3159;3160;3192
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,1kg;3kg;5kg,sin marca,formatos incompatibles,Azúcar Blanca Granulada Bolsa 3 Kg Iansa | Azúcar Blanca Granulada Bolsa 5 Kg Iansa | Azúcar Blanca Granulada Bolsa 1 Kg Iansa,azucar_blanca_granulada_bolsa_iansa_sin,3312;3319;3328
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.03kg;0.35kg;0.72kg,sin marca,formatos incompatibles,Cereal Sin Azúcar Añadida 720 g Chocapic | Cereal Sin Azúcar Añadida 350 g Chocapic | Cereal Sin Azúcar Añadida 30 g Chocapic,cereal_azucar_anadida_chocapic_sin_marca,3348;3363;3412
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.2l;1.75l,sin marca,formatos incompatibles,"Néctar Multi-frutilla 0% Azúcar Añadida Caja 200 ml Del Valle | Néctar Multi-frutilla 0% Azúcar Añadida Botella 1,75 L Del Valle | Néctar Multi Frutilla 0% Azúcar Añadida 200 ml",nectar_multi_frutilla_0_azucar_anadida,3424;3474;21936
3,error de producto_base; marca distinta; posible falso positivo,0.07kg,lider;sin marca,marcas distintas,Sopa Sabor Pollo Con Fideos (5 Porciones) Sobre 70 g Maggi | Sopa Sabor Pollo Con Fideos (5 Porciones) Sobre 70 g Gourmet | Sopa Sabor Pollo Con Fideos (5 Porciones) Sobre 70 g Lider,sopa_sabor_pollo_con_fideos_5,3481;3491;3494
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.25kg;0.4kg,sin marca,formatos incompatibles,Fideo Pasta Sin Gluten Spaghetti N°5 Bolsa 400 g Vivo | Fideo Pasta Sin Gluten Spaghetti N°5 Caja 400 g Barilla | Fideo Pasta Sin Gluten Spaghetti N°5 Bolsa 250 g No + Gluten,fideo_pasta_gluten_spaghetti_n_5,3514;3516;3545
3,error de producto_base; formato distinto; marca distinta; peso distinto; posible falso positivo,0.4kg;0.5kg,carozzi;lucchetti;sin marca,marcas distintas; formatos incompatibles,Fideo Pasta Integral Spaghetti N°5 Bolsa 400 g Lucchetti | Fideo Pasta Integral Spaghetti N°5 Caja 500 g Barilla | Fideo Pasta Integral Spaghetti N°5 Bolsa 400 g Carozzi,fideo_pasta_integral_spaghetti_n_5,3530;3556;3569
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.001262kg;0.394kg;0.789kg,sin marca,formatos incompatibles,Mayonesa Regular Frasco 394 g Kraft | Mayonesa Regular Frasco 789 g Kraft | Mayonesa Regular Frasco 1.262 g Kraft,mayonesa_regular_frasco_kraft_sin_marca,3761;3798;3810
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.397kg;0.567kg;1.07kg,sin marca,formatos incompatibles,Ketchup Squeeze 1070 g Heinz | Ketchup Squeeze 397 g Heinz | Ketchup Squeeze 567 g Heinz,ketchup_squeeze_heinz_sin_marca_general,3764;3790;3800
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.25kg;0.5kg;0.9kg,sin marca,formatos incompatibles,Ketchup Regular Doypack 250 g Hellmann's | Ketchup Regular Doypack 500 g Hellmann's | Ketchup Regular Doypack 900 g Hellmann's,ketchup_regular_doypack_hellmann_s_sin,3787;3815;3843
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.397kg;0.62kg;0.9kg,sin marca,formatos incompatibles,Ketchup Regular Doypack 397 g Heinz | Ketchup Regular Doypack 900 g Heinz | Ketchup Regular Doypack 620 g Heinz,ketchup_regular_doypack_heinz_sin_marca,3793;3805;3839
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.02kg;0.3kg,sin marca,formatos incompatibles,Cereal Natur Arroz | Cereal Natur Arroz 20 g | Cereal Natur Arroz 300 g,cereal_natur_arroz_sin_marca_general,3970;16343;16422
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.02kg;0.3kg,sin marca,formatos incompatibles,Cereal Natur Maíz | Cereal Natur Maíz 20 g | Cereal Natur Maíz 300 g,cereal_natur_maiz_sin_marca_general,3991;16336;16403
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.02kg;0.3kg,sin marca,formatos incompatibles,Cereal Natur Trigo | Cereal Natur Trigo 20 g | Cereal Natur Trigo 300 g,cereal_natur_trigo_sin_marca_general,3999;16341;16447
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,1.75l;2l,sin marca,formatos incompatibles,Néctar Frugo Piña | Néctar Frugo Piña 1.75 L | Néctar Frugo Piña 2 L,nectar_frugo_pina_sin_marca_general,4371;21820;21913
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,1.75l;2l,sin marca,formatos incompatibles,Néctar Frugo Naranja | Néctar Frugo Naranja 2 L | Néctar Frugo Naranja 1.75 L,nectar_frugo_naranja_sin_marca_general,4372;21554;21819
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.5l;0.75l;1l,sin marca,formatos incompatibles,Bebida Isotónica Cool Blue Botella 500 ml Gatorade | Bebida Isotónica Cool Blue Botella 1 L Gatorade | Bebida Isotónica Cool Blue Botella 750 cc Gatorade,bebida_isotonica_cool_blue_botella_gatorade,4388;4632;4686
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.6l;1.5l;3l,sin marca,formatos incompatibles,"Bebida Zero Piña Botella 600 ml Kem | Bebida Piña Zero Botella 3 L Kem | Bebida Piña Zero Botella 1,5 L Kem",bebida_pina_botella_kem_sin_marca,4391;4415;4450
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.6l;1.5l;3l,sin marca,formatos incompatibles,"Bebida Piña Original Botella 600 cc Kem | Bebida Piña Original Botella 1,5 L Kem | Bebida Piña Original Botella 3 L Kem",bebida_pina_original_botella_kem_sin,4392;4420;4542
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.6l;1.5l;3l,sin marca,formatos incompatibles,"Bebida Naranja Original Botella 600 cc Crush | Bebida Naranja Original Botella 1,5 L Crush | Bebida Naranja Original Botella 3 L Crush",bebida_naranja_original_botella_crush_sin,4393;4419;4649
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.6l;1.5l;3l,sin marca,formatos incompatibles,"Bebida Ginger Ale Original Botella 1,5 L Canada Dry | Bebida Ginger Ale Original Botella 3 L Canada Dry | Bebida Ginger Ale Original Botella 600 ml Canada Dry",bebida_ginger_ale_original_botella_canada,4464;4587;4613
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.5kg;1kg,sin marca,formatos incompatibles,Dulce Membrillo 500 g Eckart | Dulce Membrillo 1 Kg Eckart | Dulce de Membrillo Eckart 500 g,dulce_membrillo_eckart_sin_marca_general,4793;4852;20442
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,10kg;3kg;7kg,lider,formatos incompatibles,Detergente En Polvo Flores De Primavera Bolsa 10 kg Lider | Detergente En Polvo Flores De Primavera Bolsa 7 kg Lider | Detergente En Polvo Flores De Primavera Bolsa 3 kg Lider,detergente_en_flores_primavera_bolsa_lider,5139;5143;5173
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.68kg;0.7kg;4kg,ariel,formatos incompatibles,Detergente En Polvo Doble Poder 700 g Ariel | Detergente En Polvo Doble Poder 680 g Ariel | Detergente en polvo ariel doble poder 4 kg,detergente_en_doble_poder_ariel_polvo,5145;5171;30967
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,1.5l;1l;5l,sin marca,formatos incompatibles,"Suavizante Líquido Classic Botella 1 L Soft | Suavizante Líquido Classic Botella 1,5 L Soft | Suavizante Líquido Classic Botella 5 L Soft",suavizante_classic_botella_soft_sin_marca,5242;5243;5251
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.3l;0.5l;0.75l,sin marca,formatos incompatibles,Lavaloza Concentrado 500 ml Magistral | Lavaloza Concentrado 300 ml Magistral | Lavaloza Concentrado 750 ml Magistral,lavaloza_concentrado_magistral_sin_marca_general,5352;5368;5385
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.4l;0.7l,sin marca,formatos incompatibles,Shampoo Pantene Pro-v Hidratación Extrema | Shampoo Pantene Pro-V Hidratación Extrema 700 ml | Shampoo Pantene Pro-V Hidratación Extrema 400 ml,shampoo_pantene_pro_v_hidratacion_extrema,5403;26383;26384
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.37l;0.68l,sin marca,formatos incompatibles,Shampoo Elvive Glycolic Gloss | Shampoo Elvive Glycolic Gloss 370 ml | Shampoo Elvive Glycolic Gloss 680 ml,shampoo_elvive_glycolic_gloss_sin_marca,5407;26120;26176
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.37l;0.68l,sin marca,formatos incompatibles,Shampoo Elvive Dream Liso | Shampoo Elvive Dream Liso 680 ml | Shampoo Elvive Dream Liso 370 ml,shampoo_elvive_dream_liso_sin_marca,5427;26130;26131
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.4l;0.6l,sin marca,formatos incompatibles,Shampoo Herbal Essences Hidrata Agua De Coco | Shampoo Herbal Essences Hidrata Agua de Coco 400 ml | Shampoo Herbal Essences Hidrata Agua de Coco & Jazmín 600 ml,shampoo_herbal_essences_hidrata_agua_coco,5436;26111;26204
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.18l;0.65l,sin marca,formatos incompatibles,Shampoo Head & Shoulders Purificación Capilar | Shampoo Head & Shoulders Purificación Capilar 180 ml | Shampoo Head & Shoulders Purificación Capilar 650 ml,shampoo_head_shoulders_purificacion_capilar_sin,5441;26352;26397
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.4l;0.7l,sin marca,formatos incompatibles,Shampoo Pantene Pro-v Restauración | Shampoo Pantene Pro-V Restauración 400 ml | Shampoo Pantene Pro-V Restauración 700 ml,shampoo_pantene_pro_v_restauracion_sin,5467;26248;26451
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.19l;0.37l,sin marca,formatos incompatibles,Shampoo Dove Nutricion + Tri-oleos | Shampoo Dove Nutrición + Tri-Óleos 190ml | Shampoo Dove Nutrición + Tri-Oleos 370 ml,shampoo_dove_nutricion_tri_oleos_sin,5513;26199;26202
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.37l;0.68l,sin marca,formatos incompatibles,Shampoo Elvive Glycolic Crystal | Shampoo Elvive Glycolic Crystal 370 ml | Shampoo Elvive Glycolic Crystal 680 ml,shampoo_elvive_glycolic_crystal_sin_marca,5515;26175;26240
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.35l;0.65l,sin marca,formatos incompatibles,Shampoo Fructis Adiós Esponjado | Shampoo Fructis Adiós Esponjado 350 ml | Shampoo Fructis Adiós Esponjado 650 ml,shampoo_fructis_adios_esponjado_sin_marca,5523;26190;26295
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.19l;0.34l,nido,formatos incompatibles,Shampoo Sedal Rizos Definidos | Shampoo Sedal Rizos Definidos 190 ml | Shampoo Sedal Rizos Definidos 340 ml,shampoo_sedal_rizos_definidos_nido_general,5527;26183;26268
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.4l;0.95l,sin marca,formatos incompatibles,Shampoo Tío Nacho Engrosador | Shampoo Tío Nacho Engrosador 950 ml | Shampoo Tío Nacho Engrosador 400 ml,shampoo_tio_nacho_engrosador_sin_marca,5534;26316;26707
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.415l;0.95l,sin marca,formatos incompatibles,Shampoo Tío Nacho Control Caspa | Shampoo Tío Nacho Control Caspa 950 ml | Shampoo Tío Nacho Control Caspa 415 ml,shampoo_tio_nacho_control_caspa_sin,5547;26347;26369
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.2l;0.4l,sin marca,formatos incompatibles,Shampoo Pantene Pro-v Bambú Nutre & Crece | Shampoo Pantene Pro-V Bambú Nutre & Crece 400 ml | Shampoo Pantene Pro-V Bambú Nutre & Crece 200 ml,shampoo_pantene_pro_v_bambu_nutre,5578;26105;26845
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.4l;0.6l,sin marca,formatos incompatibles,Shampoo Herbal Essences Detox Té Verde & Menta | Shampoo Herbal Essences Detox Té Verde & Menta 400 ml | Shampoo Herbal Essences Detox Té Verde & Menta 600 ml,shampoo_herbal_essences_detox_te_verde,5579;26163;26253
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.35l;0.65l,sin marca,formatos incompatibles,Acondicionador Fructis Adiós Esponjado | Acondicionador Fructis Adiós Esponjado 350 ml | Acondicionador Fructis Adiós Esponjado 650 ml,acondicionador_fructis_adios_esponjado_sin_marca,5668;26931;26967
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.37l;0.68l,sin marca,formatos incompatibles,Acondicionador Elvive Glycolic Gloss | Acondicionador Elvive Glycolic Gloss 370 ml | Acondicionador Elvive Glycolic Gloss 680 ml,acondicionador_elvive_glycolic_gloss_sin_marca,5670;26879;26891
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.37l;0.68l,sin marca,formatos incompatibles,Acondicionador Elvive Dream Liso | Acondicionador Elvive Dream Liso 680 ml | Acondicionador Elvive Dream Liso 370 ml,acondicionador_elvive_dream_liso_sin_marca,5671;26874;26889
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.25l;0.5l,sin marca,formatos incompatibles,Acondicionador Tresemmé Brillo Lamelar | Acondicionador Tresemmé Brillo Lamelar 500 ml | Acondicionador Tresemmé Brillo Lamelar 250 ml,acondicionador_tresemme_brillo_lamelar_sin_marca,5673;26904;27332
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.25l;0.51l,sin marca,formatos incompatibles,Acondicionador Pantene Antiquiebre Biotinamina B3 | Acondicionador Pantene Antiquiebre Biotinamina B3 510 ml | Acondicionador Pantene Antiquiebre Biotinamina B3 250 ml,acondicionador_pantene_antiquiebre_biotinamina_b3_sin,5693;26936;26989
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.35l;0.65l,sin marca,formatos incompatibles,Acondicionador Fructis Oil Repair Liso Coco | Acondicionador Fructis Oil Repair Liso Coco 650 ml | Acondicionador Fructis Oil Repair Liso Coco 350 ml,acondicionador_fructis_oil_repair_liso_coco,5694;26952;27013
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.25l;0.7l,sin marca,formatos incompatibles,Jabón Líquido Dove Original | Jabón Líquido Dove Original 700 ml | Jabón Líquido Dove Original 250 ml,jabon_dove_original_sin_marca_liquido,5703;27354;27437
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.25l;0.7l,sin marca,formatos incompatibles,Jabón Líquido Dove Mandarina 700ml | Jabón Líquido Dove Mandarina 700 ml | Jabón Líquido Dove Mandarina 250 ml,jabon_dove_mandarina_sin_marca_liquido,5714;27397;27601
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.09kg;0.177kg,sin marca,formatos incompatibles,Pasta Dental Colgate Luminous White Carbón Activado | Pasta Dental Colgate Luminous White Carbón 90 g | Pasta Dental Colgate Luminous White Carbón 177 g,pasta_dental_colgate_luminous_white_carbon,5790;28331;28332
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,1kg;3kg;8kg,sin marca,formatos incompatibles,Alimento Seco Gato Adulto Sabor Salmón Bolsa 3 Kg Felinnes | Alimento Seco Gato Adulto Sabor Salmón Bolsa 1 Kg Master Cat | Alimento Seco Gato Adulto Sabor Salmón Bolsa 8 Kg Master Cat,alimento_seco_gato_adulto_sabor_salmon,6004;6016;6020
3,error de producto_base; formato distinto; posible falso positivo; volumen distinto,0.2l;1l,soprole,formatos incompatibles,Leche Semidescremada Soprole con Avena Chocolate 1 L | Leche soprole semidescremada con avena y chocolate 1 l | Leche soprole semidescremada con avena y chocolate 200 ml,leche_con_avena_chocolate_soprole_semidescremada,6181;29390;29441
3,error de producto_base; marca distinta; posible falso positivo,0.14kg,colun;soprole,marcas distintas,Pack 5 un. Yogurt con Cereal Soprole 1+1 Zucaritas + Choco Krispis 140 g | Pack 5 un. Yogurt con Cereal Soprole 1+1 Zucaritas + Mini Cookies 140 g | Pack 5 un. Yogurt con Cereal Colun Yogu Mix 140 g,pack_5_un__yogurt_con_cereal,6834;6935;6936
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.25kg;0.416kg;0.5kg,sin marca,formatos incompatibles,Queso Mantecoso Quilque Envasado Laminado 500 g | Queso Mantecoso Quilque Envasado Laminado 250 g | Queso Mantecoso Quilque Envasado Laminado 416 g,queso_mantecoso_quilque_envasado_laminado_sin,7120;7131;7173
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.15kg;0.25kg;0.5kg,colun,formatos incompatibles,Queso Gauda Ranco Colun Laminado 500 g | Queso Gauda Ranco Colun Laminado 150 g | Queso Gauda Ranco Colun Laminado 250 g,queso_gauda_ranco_laminado_colun_general,7138;7226;7269
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.15kg;0.25kg;0.5kg,quillayes,formatos incompatibles,Queso Chanco Quillayes Envasado Laminado 250 g | Queso Chanco Quillayes Envasado Laminado 500 g | Queso Chanco Quillayes Envasado Laminado 150 g,queso_chanco_envasado_laminado_quillayes_general,7150;7254;7481
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.075kg;0.13kg,sin marca,formatos incompatibles,Queso Cheddar Kraft Laminado 130 g | Queso Cheddar Kraft Laminado 75 g | Queso cheddar kraft laminado 75 g,queso_cheddar_kraft_laminado_sin_marca,7233;7547;29905
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.2kg;0.4kg,surlat,formatos incompatibles,Queso Gouda Surlat Sin Lactosa Laminado 200 g | Queso Gouda Laminado Sin Lactosa Surlat 400 g | Queso gouda surlat laminado sin lactosa 200 g,queso_gouda_laminado_surlat_sin_lactosa,7290;7495;29883
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.35kg;0.55kg;0.6kg,sin marca,formatos incompatibles,Queso Mantecoso Runca Envasado Trozo 550 g | Queso Mantecoso Runca Envasado Trozo 350 g | Queso Mantecoso Runca Envasado Trozo 600 g,queso_mantecoso_runca_envasado_trozo_sin,7293;7483;7895
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.15kg;0.26kg;0.4kg,sin marca,formatos incompatibles,Queso Provoleta Santa Rosa Envasado Trozo 260 g | Queso Provoleta Santa Rosa Envasado Trozo 400 g | Queso Provoleta Santa Rosa Envasado Trozo 150 g,queso_provoleta_santa_rosa_envasado_trozo,7368;7629;7733
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.195kg;0.25kg,sin marca,formatos incompatibles,Queso Fresco Light Santa Rosa Envasado Trozo 250 g | Queso Fresco Light Santa Rosa Envasado Trozo 195 g | Queso Fresco Santa Rosa Envasado Trozo 195 g,queso_fresco_santa_rosa_envasado_trozo,7472;7502;7701
3,error de producto_base; formato distinto; peso distinto; posible falso positivo,0.45kg;0.75kg;1kg,sin marca,formatos incompatibles,Crema de Avellana Nutella Alemana 450 g | Crema de Avellana Nutella Alemana 750 g | Crema de Avellana Nutella Alemana 1 kg,crema_avellana_nutella_alemana_sin_marca,8170;8246;8481
