producto_id,nombre,categoria_actual,subcategoria_actual,categoria_sugerida,subcategoria_sugerida,confianza,motivo,accion_recomendada
12310,Carne Asada en Vino Tinto kg,Carnes y Pescados,Carnes,Bebidas,Vinos,Media,Bebida fuera de Bebidas,revisar_y_mover
12313,Caja 15 un. Alimento Húmedo Gato Felix Sensaciones de Carne 85 g,Carnes y Pescados,Carnes,Mascotas,Alimento Gatos,Alta,Producto de mascotas fuera de Mascotas,mover_categoria
12343,Alimento Perro Adulto Champion Dog Mix de Carnes 3 kg,Carnes y Pescados,Carnes,Mascotas,Alimento Perros,Alta,Producto de mascotas fuera de Mascotas,mover_categoria
12346,Snack Perro Champion Dog Delicias Carne 56 g,Carnes y Pescados,Carnes,Mascotas,Alimento Perros,Alta,Producto de mascotas fuera de Mascotas,mover_categoria
12347,Snack Perro Champion Dog Delicias Carne & Pollo 56 g,Carnes y Pescados,Carnes,Mascotas,Alimento Perros,Alta,Producto de mascotas fuera de Mascotas,mover_categoria
12348,Alimento Gato Adulto Master Cat Pollo y Carne 1 kg,Carnes y Pescados,Carnes,Mascotas,Alimento Gatos,Alta,Producto de mascotas fuera de Mascotas,mover_categoria
12350,Snack Gato Master Cat Carne a la Parrilla 45 g,Carnes y Pescados,Carnes,Mascotas,Alimento Gatos,Alta,Producto de mascotas fuera de Mascotas,mover_categoria
12443,Desodorante Spray Axe Apollo 152 ml,Carnes y Pescados,Aves,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
12510,Vino Las Encinas Semillon 750 cc,Carnes y Pescados,Cecinas,Bebidas,Vinos,Media,Bebida fuera de Bebidas,revisar_y_mover
12520,Tope Puerta Gato,Carnes y Pescados,Cecinas,Mascotas,Alimento Gatos,Alta,Producto de mascotas fuera de Mascotas,mover_categoria
12568,"Atún Lomitos con Jugo de Limón 91 g drenado, 140 g neto",Carnes y Pescados,Pescados,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
12601,"Atún Lomitos con Jugo de Limón 104 g drenado, 160 g neto",Carnes y Pescados,Pescados,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
12628,Atún Lomo Con Jugo De Limón Robinson Crusoe 120 g drenado,Carnes y Pescados,Pescados,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
12629,Tripack Atún Lomitos con Jugo de Limón 3 un. 52 g Drenado,Carnes y Pescados,Pescados,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
12814,Helado Danky Mini Nogatonga Multipack 80 ml 5 un.,Congelados,Congelados,Mascotas,Alimento Gatos,Alta,Producto de mascotas fuera de Mascotas,mover_categoria
12891,Bebida Vegetal Cuisine & Co Almendras Sabor Chocolate 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
12906,Bebida Vegetal Cuisine & Co Almendras Sabor Natural Sin Azúcar 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
12967,Bebida Vegetal Cuisine & Co Coco Sin Azúcar 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
12995,Bebida Vegetal Cuisine & Co Almendras Sabor Vainilla 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
12997,Bebida Vegetal Cuisine & Co Almendras Sabor Natural 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13014,Bebida Vegetal Cuisine & Co Coco Original 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13025,Jugo de Limón Frutos del Maipo 400 g,Congelados,Congelados,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
13139,Bebida Vegetal ViviCosí Soya Sin Gluten 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13181,Bebida Vegetal Loncoleche Almendra 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13189,Bebida Vegetal Vilay Almendras Sabor Original Sin Azúcar 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13203,Bebida Vegetal NotMilk Low Fat 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13259,Bebida Vegetal Natrue Soya 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13279,Bebida Vegetal OraSì Soya 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13308,Bebida Vegetal NotMilk Original 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13312,Bebida Vegetal Loncoleche Soya Chocolate 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13323,Bebida Vegetal NotMilk Chocolate 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13328,Helado Danky Nogatonga Manjar con Nueces 125 ml,Congelados,Congelados,Mascotas,Alimento Gatos,Alta,Producto de mascotas fuera de Mascotas,mover_categoria
13336,Bebida Vegetal Loncoleche Soya Natural 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13338,Bebida Vegetal Berief Soya Natural Sin Azúcar 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13341,Bebida Vegetal NotMilk Zero Sin Azúcar 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13378,Bebida Vegetal NotMilk Kids Chocolate 200 ml,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13394,Bebida Vegetal Vilay Coco Sin Azúcar Sabor Original 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13398,Bebida Vegetal NotShake Chocolate Protein 250 ml,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13418,Bebida Vegetal Vilay Arroz y Chocolate Fun 200 cc,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13424,Bebida Vegetal Vilay Almendras Sabor Chocolate 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13467,Bebida Vegetal Loncoleche Soya 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13472,Bebida Vegetal Almendrola Almendra Sin Azúcar 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13507,Bebida Vegetal Vilay Almendra Original 200 cc,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13511,Bebida Vegetal Vilay Almendras Sabor Vainilla 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13552,Bebida Vegetal ViviCosí Soya Vainilla Sin Gluten 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13553,Bebida Vegetal Vilay Arroz Sabor Chocolate 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13558,Bebida Vegetal Natrue Almendra 0% Azúcar 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13565,Bebida Vegetal NotMilk Protein Complete con 7 g Proteína 750 ml,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13566,Bebida Vegetal NotShake Café Caramelo 16g Proteína 250 ml,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13567,Bebida Vegetal ViviCosí Coco Sin Azúcar y Gluten 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13584,Bebida Vegetal Vilay Almendras Sabor Original 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13588,Bebida Vegetal Buonocosí Arroz Sin Gluten 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13592,Bebida Vegetal Nature's Heart Almendra Sin Azúcar Añadida 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13595,Bebida Vegetal Vilay Coco Sabor Chocolate 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13596,Bebida Vegetal Vilay Wilk Chocolate 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13599,Bebida Vegetal Vilay Arroz Sabor Original 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13603,Bebida Vegetal Vilay Almendra y Vainilla Original 200 ml,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13604,Bebida Vegetal OraSì Barista Almendra 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13612,Bebida Vegetal ViviCosi Avellana Cacao Sin Gluten 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13630,Bebida Vegetal Vilay Wilk Capuccino Caramel 330 ml,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13637,Bebida Vegetal Vilay Coco Sabor Original 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13639,Bebida Vegetal Tucapel Arroz Chocolate 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13643,Bebida Vegetal OraSì Arroz 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13644,Bebida Vegetal Vilay Wilk Capuccino Vainilla 330 ml,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13661,Bebida Vegetal Vilay Wilk Te Chai 330 ml,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13664,Bebida de Coco Thai 400 ml,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13665,Bebida Vegetal Nature's Heart Coco 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13671,Bebida Vegetal Tucapel Arroz Clásica 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13678,Bebida Vegetal Riso Scotti Orgánica de Almendra Sin Azúcar 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13679,Bebida Vegetal Vilay Wilk Original Sin Azúcar 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13680,Bebida Vegetal Vilay Barista Almendra Sin Azúcar 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13685,Alimento Congelado Perro Barf Dieta Pavo 200 g,Congelados,Congelados,Mascotas,Alimento Perros,Alta,Producto de mascotas fuera de Mascotas,mover_categoria
13687,Alimento Congelado Perro Barf Dieta Cordero 200 g,Congelados,Congelados,Mascotas,Alimento Perros,Alta,Producto de mascotas fuera de Mascotas,mover_categoria
13704,Bebida Vegetal OraSì Barista Soya 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13708,Alimento Congelado Perro Barf Dieta Cerdo 200 g,Congelados,Congelados,Mascotas,Alimento Perros,Alta,Producto de mascotas fuera de Mascotas,mover_categoria
13710,Pack 4 un. Jalea Nestlé Bilz 110 g,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13713,Alimento Congelado Perro Barf Dieta Salmón 200 g,Congelados,Congelados,Mascotas,Alimento Perros,Alta,Producto de mascotas fuera de Mascotas,mover_categoria
13714,Alimento Congelado Perro Barf Dieta Pollo 200 g,Congelados,Congelados,Mascotas,Alimento Perros,Alta,Producto de mascotas fuera de Mascotas,mover_categoria
13715,Bebida Vegetal Ades Soya Piña 200 ml 6 un.,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13720,Bebida Vegetal Nude Orgánica Vainilla 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13723,Bebida Vegetal Original Nature's Heart 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13728,Bebida Vegetal Almond Breeze Almendra Vainilla 946 ml,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13733,Bebida Vegetal OraSì Barista Soya 500 ml,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13736,Bebida Vegetal Nude Orgánica Original 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13741,Bebida Vegetal Vilay Barista Coco Sin Azúcar 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13743,Bebida Vegetal OraSì Chocolate 500 cc,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13744,Bebida Vegetal Nature's Heart Almendras Coco Proteína 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13745,Bebida de Arroz Tucapel Chocolate 200 ml,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13753,Bebida Vegetal Nature's Heart Coco Sin Azúcar Añadida 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13755,Bebida Vegetal Nature's Heart Almendra 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13757,Bebida Vegetal OraSì Pistacho 500 cc,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13759,Bebida Vegetal Almond Breeze Almendra Coco 946 ml,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13760,Bebida Vegetal Nude Orgánica Barista 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13767,Bebida Vegetal OraSi Almendra 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13782,Bebida Vegetal NotMilk French Vanilla 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13792,Alimento Congelado Perro Salmón Barf Caja 4 kg,Congelados,Congelados,Mascotas,Alimento Perros,Alta,Producto de mascotas fuera de Mascotas,mover_categoria
13793,Alimento Congelado Perro Pollo Barf Caja 4 kg,Congelados,Congelados,Mascotas,Alimento Perros,Alta,Producto de mascotas fuera de Mascotas,mover_categoria
13795,Bebida Vegetal ViviCosi Soya Cacao Sin Gluten 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13797,Bebida de Coco Sin Azúcar 946 ml,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13815,"Melón Tuna para Jugo Minuto Verde Doypack 335 g, Congelado, Rinde 1 L",Congelados,Congelados,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
13845,Bebida de almendra chocolate 946 ml,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13873,Bebida Vegetal OraSì Almendra 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13874,Bebida Vegetal Riso Scotti Arroz Chocolate Orgánico 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13895,Manjar Daily Sweet con Tagatosa 400 g,Congelados,Congelados,Mascotas,Alimento Gatos,Alta,Producto de mascotas fuera de Mascotas,mover_categoria
13904,Bebida Vegetal Buonocosí Almendra Sin Gluten 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13930,Bebida Vegetal Ades Almendra 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13931,Bebida Vegetal Beegan Almendras 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13986,Bebida Vegetal OraSì Almendra Orgánica 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
13993,Bebida Vegetal Nature's Heart Almendra Vainilla 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
14004,Bebida Vegetal Chía Chocolate 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
14006,Bebida Vegetal Chía Original 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
14033,Bebida Vegetal Ades Almendra Sin Azúcar 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
14037,Bebida Vegetal Arroz 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
14040,Bebida Vegetal Notmilk Café Caramelo 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
14120,Bebida Vegetal Notmilk High Protein Peanut Butter 250 ml,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
14211,Bebida Vegetal OraSì Avellana 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
14256,Bebida de almendras sin azúcar 1 L,Congelados,Congelados,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
14513,Bebida Base de Cebada Ecco Instantáneo 170 g,Despensa,Cafe,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
14809,Pasta Rigatoni N°48 Carozzi 400 g,Despensa,Fideos,Mascotas,Alimento Gatos,Alta,Producto de mascotas fuera de Mascotas,mover_categoria
14970,Rigatoni Extra Di Lusso 500 g,Despensa,Fideos,Mascotas,Alimento Gatos,Alta,Producto de mascotas fuera de Mascotas,mover_categoria
15066,Papayas en Trocitos Al Jugo 200 g drenado,Despensa,Conservas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
15081,Piñas en Rodajas Al Jugo 560 g neto,Despensa,Conservas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
15178,Cerezas Al Jugo Centauro 310 g drenado,Despensa,Conservas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
15181,Peras en Mitades Al Jugo Perelló 320 g drenado,Despensa,Conservas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
15190,Arandanos Al Jugo 200 g drenado,Despensa,Conservas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
15311,Cerezas Al Jugo Centauro Sin Azúcar 225 g drenado,Despensa,Conservas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
15312,Frutillas Al Jugo Centauro Sin Azúcar 150 g drenado,Despensa,Conservas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
15488,Jugo de Verduras V8 100 % Natural Lata 340 cc,Despensa,Salsas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
15522,Trocitos en Salsa Gato Felinnes Salmón 85 g,Despensa,Salsas,Mascotas,Alimento Gatos,Alta,Producto de mascotas fuera de Mascotas,mover_categoria
15544,Snack Húmedo Gato Catgo Cerdo 90 g,Despensa,Salsas,Mascotas,Alimento Gatos,Alta,Producto de mascotas fuera de Mascotas,mover_categoria
15689,Vinagre Vino Blanco 500 ml,Despensa,Condimentos,Bebidas,Vinos,Media,Bebida fuera de Bebidas,revisar_y_mover
15704,Vinagre de Vino Blanco Traverso 1 L,Despensa,Condimentos,Bebidas,Vinos,Media,Bebida fuera de Bebidas,revisar_y_mover
15708,Vinagre de Vino Blanco Traverso 500 ml,Despensa,Condimentos,Bebidas,Vinos,Media,Bebida fuera de Bebidas,revisar_y_mover
15715,Vinagre de Vino Rosado 500 ml,Despensa,Condimentos,Bebidas,Vinos,Media,Bebida fuera de Bebidas,revisar_y_mover
16012,Sucedáneo Jugo Limón Traverso 1 L,Despensa,Condimentos,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
16095,Sucedáneo Jugo Limón Traverso 500 ml,Despensa,Condimentos,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
16115,Vinagre de Vino Blanco 1840 - 250 ml,Despensa,Condimentos,Bebidas,Vinos,Media,Bebida fuera de Bebidas,revisar_y_mover
16120,Vinagre de Vino Tinto 1840 - 250 ml,Despensa,Condimentos,Bebidas,Vinos,Media,Bebida fuera de Bebidas,revisar_y_mover
16125,Sucedáneo Jugo Limón Pica Traverso 1 L,Despensa,Condimentos,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
16129,Blanco Mazzetti Mezcla de Vinagre de Vino Blanco y Mosto de Uva 500 ml,Despensa,Condimentos,Bebidas,Vinos,Media,Bebida fuera de Bebidas,revisar_y_mover
16130,Blanco Mazzetti Mezcla de Vinagre de Vino Blanco y Mosto de Uva 250 ml,Despensa,Condimentos,Bebidas,Vinos,Media,Bebida fuera de Bebidas,revisar_y_mover
16140,Sucedáneo Jugo Limón Pica Traverso 500 ml,Despensa,Condimentos,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
16181,Vinagre de Vino Blanco Higueras 500 ml,Despensa,Condimentos,Bebidas,Vinos,Media,Bebida fuera de Bebidas,revisar_y_mover
16244,Sucedáneo Jugo Limón 800 ml,Despensa,Condimentos,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
16307,Snack Perro Goofy Light Mix Legumbres y Verduras 5 un. 90 g,Despensa,Legumbres,Mascotas,Alimento Perros,Alta,Producto de mascotas fuera de Mascotas,mover_categoria
16773,Galletas Mini Vino 35 g,Desayuno y Snacks,Galletas,Bebidas,Vinos,Media,Bebida fuera de Bebidas,revisar_y_mover
16775,Galletas Mckay Vino 155 g,Desayuno y Snacks,Galletas,Bebidas,Vinos,Media,Bebida fuera de Bebidas,revisar_y_mover
16794,Galletas Vino 160 g,Desayuno y Snacks,Galletas,Bebidas,Vinos,Media,Bebida fuera de Bebidas,revisar_y_mover
16877,Galletas Mckay Mini Vino 40 g,Desayuno y Snacks,Galletas,Bebidas,Vinos,Media,Bebida fuera de Bebidas,revisar_y_mover
17126,Caja 42 un. Galletas Mckay Mini Vino 40 g,Desayuno y Snacks,Galletas,Bebidas,Vinos,Media,Bebida fuera de Bebidas,revisar_y_mover
17332,Galletas Matilde Vicenzi Voglie Lengua Gato 100 g,Desayuno y Snacks,Galletas,Mascotas,Alimento Gatos,Alta,Producto de mascotas fuera de Mascotas,mover_categoria
17510,Gatolate Sabor Chocolate 200 g,Desayuno y Snacks,Galletas,Mascotas,Alimento Gatos,Alta,Producto de mascotas fuera de Mascotas,mover_categoria
17873,Gomitas Roller Fantasías Ácidas 20 g,Desayuno y Snacks,Galletas,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
18169,Néctar Naranja 190 ml,Desayuno y Snacks,Galletas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
18220,Cebolla Caramelizada La Sazonería con Vino 250 g,Desayuno y Snacks,Galletas,Bebidas,Vinos,Media,Bebida fuera de Bebidas,revisar_y_mover
18252,Pimiento Caramelizado La Sazonería con Vino 250 g,Desayuno y Snacks,Galletas,Bebidas,Vinos,Media,Bebida fuera de Bebidas,revisar_y_mover
18284,Higos con Vino y Oporto 250 g,Desayuno y Snacks,Galletas,Bebidas,Vinos,Media,Bebida fuera de Bebidas,revisar_y_mover
18345,Chocolate de Leche Lenguas de Gato 120 g,Desayuno y Snacks,Galletas,Mascotas,Alimento Gatos,Alta,Producto de mascotas fuera de Mascotas,mover_categoria
18841,Chocolate Amargo Entrelagos con Bebida de Avellana y Nibs 80 g,Desayuno y Snacks,Galletas,Bebidas,Bebidas,Media,Bebida fuera de Bebidas,revisar_y_mover
18973,Snack Gato Catgo Bocado Cerdo 50 g,Desayuno y Snacks,Galletas,Mascotas,Alimento Gatos,Alta,Producto de mascotas fuera de Mascotas,mover_categoria
18974,Snack Gato Catgo Bocados Salmón 50 g,Desayuno y Snacks,Galletas,Mascotas,Alimento Gatos,Alta,Producto de mascotas fuera de Mascotas,mover_categoria
18977,Néctar Piña 200 ml,Desayuno y Snacks,Galletas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
18978,Néctar Durazno 200 ml,Desayuno y Snacks,Galletas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
18979,Néctar del Valle Naranja 200 ml,Desayuno y Snacks,Galletas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
18980,Néctar Manzana 190 ml,Desayuno y Snacks,Galletas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
18981,Néctar Watt's Piña 200 cc,Desayuno y Snacks,Galletas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
18982,Néctar Piña 190 ml,Desayuno y Snacks,Galletas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
18983,Néctar Livean Naranja 200 ml,Desayuno y Snacks,Galletas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
18984,Néctar Watt's Naranja 200 cc,Desayuno y Snacks,Galletas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
18985,Néctar Watt's Naranja Light 200 cc,Desayuno y Snacks,Galletas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
18986,Néctar Zuko Naranja 200 ml,Desayuno y Snacks,Galletas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
18987,Néctar Watt's Manzana 200 cc,Desayuno y Snacks,Galletas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
18988,Néctar Zuko Durazno 200 ml,Desayuno y Snacks,Galletas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
18989,Néctar Berries 190 ml,Desayuno y Snacks,Galletas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
18990,Néctar Livean Manzana 200 ml,Desayuno y Snacks,Galletas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
18991,Néctar Livean Durazno 200 ml,Desayuno y Snacks,Galletas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
